# t (s)	mx ()	my ()	mz ()	B_demag.region0x (T)	B_demag.region0y (T)	B_demag.region0z (T)	m_full.region0x (A/m)	m_full.region0y (A/m)	m_full.region0z (A/m)
1.2960517687434888e-09	0.0003750905	-0.00067333446	0.9405568	-3.0265326e-07	4.1927433e-07	0.0001875129	0	0	0
1.2980307245235625e-09	0.0003408893	-0.0006483108	0.9405367	-2.7287524e-07	3.9671812e-07	0.00018752138	0	0	0
1.300010673293595e-09	0.00029557355	-0.000705342	0.94047654	-2.3524056e-07	4.317135e-07	0.00018748682	0	0	0
1.3020073912507336e-09	0.0003570871	-0.00062595616	0.9404354	-2.7160735e-07	3.7251903e-07	0.00018747101	0	0	0
1.3040254471099948e-09	0.00043243574	-0.0006166594	0.9404119	-3.1787886e-07	3.6232905e-07	0.00018747416	0	0	0
1.3060218883302856e-09	0.00040707138	-0.000534164	0.94038725	-2.944078e-07	3.0182127e-07	0.00018747756	0	0	0
1.3080332363792245e-09	0.0004935165	-0.000496446	0.94034517	-3.4879048e-07	2.7249098e-07	0.00018745518	0	0	0
1.3100395918108956e-09	0.0005074097	-0.00042597912	0.940365	-3.5259313e-07	2.200959e-07	0.00018751489	0	0	0
1.3120280165718235e-09	0.00047882143	-0.00037354085	0.94033337	-3.263485e-07	1.8013975e-07	0.00018752035	0	0	0
1.314020965031195e-09	0.00046487193	-0.0002751172	0.9402466	-3.0930534e-07	1.0857366e-07	0.00018744709	0	0	0
1.3160246813893002e-09	0.00046502944	-0.0002990848	0.9402486	-3.0108794e-07	1.2269447e-07	0.00018749393	0	0	0
1.318023837316004e-09	0.00041723446	-0.0002528773	0.9401905	-2.5877304e-07	8.866118e-08	0.00018746371	0	0	0
1.3200234958116477e-09	0.00041114964	-0.0001910261	0.94016474	-2.4474852e-07	4.4843546e-08	0.00018747276	0	0	0
1.3220448968127728e-09	0.00043918905	-0.00016215356	0.9401256	-2.5356263e-07	2.5383088e-08	0.00018746345	0	0	0
1.3240745079695317e-09	0.00042359083	-0.00016478851	0.9400609	-2.3080202e-07	2.9460352e-08	0.00018742039	0	0	0
1.326099148469683e-09	0.00041035493	-0.00014613173	0.94005156	-2.090672e-07	2.0546452e-08	0.00018745633	0	0	0
1.3281420622702468e-09	0.00039531346	-7.2985466e-05	0.940035	-1.856871e-07	-2.3959728e-08	0.00018747096	0	0	0
1.3301353692006922e-09	0.00040459106	-7.7228775e-05	0.9399806	-1.802739e-07	-1.23122845e-08	0.00018744534	0	0	0
1.332178855478091e-09	0.00045909686	-3.8908336e-05	0.9399471	-2.0733438e-07	-2.777324e-08	0.00018744305	0	0	0
1.3341790299349202e-09	0.00037623435	-1.9509938e-05	0.9399015	-1.4044608e-07	-2.813249e-08	0.00018742573	0	0	0
1.3361967474779474e-09	0.00034221527	-2.5813724e-05	0.9398834	-1.09101705e-07	-8.685674e-09	0.00018743775	0	0	0
1.338206031526484e-09	0.00027759635	-3.965944e-05	0.9398562	-5.900702e-08	1.7309503e-08	0.00018744671	0	0	0
1.3402246191403584e-09	0.0002935269	5.13012e-05	0.93983775	-6.758373e-08	-2.8679096e-08	0.00018746113	0	0	0
1.342250894223465e-09	0.00024696658	1.0122923e-05	0.93977576	-3.5438177e-08	1.738681e-08	0.00018741822	0	0	0
1.3442594247601204e-09	0.00029048708	6.5376116e-05	0.9397427	-6.832494e-08	-4.353751e-09	0.00018740955	0	0	0
1.346221255433492e-09	0.00030371523	0.00014532372	0.93971556	-8.241932e-08	-4.4358785e-08	0.00018741052	0	0	0
1.3482327185645206e-09	0.0002617689	0.00022122776	0.93968076	-6.032775e-08	-8.1905455e-08	0.00018740009	0	0	0
1.3502360061749168e-09	0.0002527241	0.00028010466	0.93970716	-6.296642e-08	-1.0915505e-07	0.00018746025	0	0	0
1.3522508137606812e-09	0.00019574072	0.0002729121	0.9396685	-3.345474e-08	-9.218775e-08	0.00018743462	0	0	0
1.3542711335281124e-09	0.0002573686	0.00026206367	0.93966496	-8.709165e-08	-7.386515e-08	0.00018746394	0	0	0
1.3562682939915534e-09	0.0001684849	0.00031536835	0.93964016	-3.651502e-08	-1.0226972e-07	0.00018747	0	0	0
1.3582207573926884e-09	0.00016254737	0.00039993128	0.93965226	-4.350545e-08	-1.544604e-07	0.00018751778	0	0	0
1.3602528921182145e-09	0.00018876832	0.00047550173	0.9396475	-7.30447e-08	-2.0122388e-07	0.00018753916	0	0	0
1.3622812279234051e-09	0.00012499935	0.0004761964	0.9396184	-3.9120692e-08	-1.9696927e-07	0.00018753926	0	0	0
1.3642875295978827e-09	7.5673706e-05	0.00049427425	0.9396364	-1.5241454e-08	-2.0612242e-07	0.00018759606	0	0	0
1.3663020369127729e-09	8.561464e-05	0.0005075649	0.9396464	-3.301068e-08	-2.1256255e-07	0.00018764749	0	0	0
1.3683151377912887e-09	9.473451e-06	0.0004423783	0.93960255	8.642672e-09	-1.6510626e-07	0.00018763085	0	0	0
1.3703258684834013e-09	-6.996771e-05	0.00046396628	0.93956774	5.2701836e-08	-1.7852108e-07	0.00018763033	0	0	0
1.3723104094330388e-09	-8.797093e-05	0.00045761085	0.93950194	5.4035496e-08	-1.736621e-07	0.00018759073	0	0	0
1.3743290359513786e-09	-0.0002092513	0.00049989804	0.93944436	1.2730726e-07	-2.0426768e-07	0.0001875577	0	0	0
1.3760183712724498e-09	-0.00024200999	0.0004410531	0.9394304	1.4116006e-07	-1.6553773e-07	0.00018757195	0	0	0
1.378043172012406e-09	-0.00022656724	0.00034342142	0.93940943	1.2002002e-07	-1.012379e-07	0.00018758336	0	0	0
1.3800328469762724e-09	-0.0002757554	0.00026685672	0.93938	1.440952e-07	-5.2026735e-08	0.00018758462	0	0	0
1.382020038367679e-09	-0.00029077177	0.00024351927	0.93937474	1.4463038e-07	-4.0439545e-08	0.0001876125	0	0	0
1.3840141962435401e-09	-0.00030506196	0.00018783516	0.939353	1.4503283e-07	-6.7166184e-09	0.00018761221	0	0	0
1.3860511207373662e-09	-0.00029237106	0.00019625443	0.939355	1.2686806e-07	-1.825174e-08	0.00018764913	0	0	0
1.3880716114853857e-09	-0.0003959501	0.00020049865	0.9393819	1.896152e-07	-2.7164788e-08	0.00018770677	0	0	0
1.3900725091742377e-09	-0.00034025803	0.00014605216	0.93934524	1.4177061e-07	4.3667683e-09	0.00018769721	0	0	0
1.392081032606774e-09	-0.00039898898	0.0001246258	0.9393312	1.7327332e-07	1.2372311e-08	0.00018771092	0	0	0
1.39411685296744e-09	-0.0003673853	0.00012347742	0.9392983	1.4182518e-07	4.8701168e-09	0.00018769666	0	0	0
1.3960793607813902e-09	-0.0003611214	1.2987247e-05	0.9392589	1.2836495e-07	7.189112e-08	0.00018768042	0	0	0
1.3980887223920382e-09	-0.0003290044	-5.2476033e-05	0.9392368	9.71047e-08	1.0579316e-07	0.00018768288	0	0	0
1.4000944391169723e-09	-0.0003367876	-0.00013508633	0.9391615	9.40729e-08	1.5056958e-07	0.00018761764	0	0	0
1.4021124534265003e-09	-0.00029890498	-0.00016263821	0.9391354	5.984225e-08	1.5570458e-07	0.00018761632	0	0	0
1.4041338284928528e-09	-0.0003232852	-0.00016274772	0.93912923	7.0373375e-08	1.3977842e-07	0.00018763357	0	0	0
1.4061491565790884e-09	-0.00037054575	-0.00022782388	0.93912697	9.831339e-08	1.676691e-07	0.0001876606	0	0	0
1.4081651392837344e-09	-0.0003605512	-0.0002951044	0.9391037	8.8666496e-08	1.9565914e-07	0.00018766378	0	0	0
1.4101778813798194e-09	-0.00036285468	-0.0003271788	0.93909514	9.021298e-08	1.980909e-07	0.00018768234	0	0	0
1.4122081930064372e-09	-0.00033047353	-0.0003198093	0.9390338	7.0229305e-08	1.725175e-07	0.00018763928	0	0	0
1.4142217113402144e-09	-0.00026273765	-0.00044463747	0.9389965	2.8267976e-08	2.3912253e-07	0.00018762588	0	0	0
1.4162103458015792e-09	-0.00027300912	-0.00050300604	0.93895847	4.3324263e-08	2.6007206e-07	0.00018761112	0	0	0
1.4182011256449174e-09	-0.00029555647	-0.00051285326	0.93891954	6.98127e-08	2.4877272e-07	0.00018759264	0	0	0
1.4202202171438645e-09	-0.00024056909	-0.0005966175	0.93890953	4.53104e-08	2.9091052e-07	0.00018761445	0	0	0
