# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	E_total (J)	E_anis (J)	E_demag (J)	E_exch (J)	E_Zeeman (J)	ext_topologicalcharge ()	Temp (K)	LastErr ()
1.300070800939305e-09	0.001727213	-0.0010320928	0.2274636	0	0	0.400001	1.0328532e-14	-1.9304891e-16	1.9314158e-16	1.0493488e-14	-1.7300133e-16	-34.37982	600	3.3638036e-05
1.3100259573861118e-09	0.0021586018	0.0008497429	0.22889182	0	0	0.400001	1.03101655e-14	-1.9339434e-16	1.9297729e-16	1.0479954e-14	-1.740876e-16	-23.522945	600	2.1790087e-05
1.3200812354149288e-09	-9.8362274e-05	0.0019477705	0.2303076	0	0	0.400001	1.0318509e-14	-1.9359718e-16	1.9311656e-16	1.0485847e-14	-1.7516439e-16	-29.099852	600	3.535127e-05
1.330026426426936e-09	-0.0012563001	0.0025791032	0.23040901	0	0	0.400001	1.0297022e-14	-1.9354531e-16	1.9324015e-16	1.048399e-14	-1.7524152e-16	-31.161705	600	5.5324766e-05
1.3400613063293282e-09	-0.0017258684	0.001452007	0.22987144	0	0	0.400001	1.0318583e-14	-1.9334678e-16	1.9316888e-16	1.0490739e-14	-1.7483264e-16	-31.12986	600	2.3210427e-05
1.3500487392000393e-09	-0.0021045117	0.0006571607	0.2305852	0	0	0.400001	1.0294575e-14	-1.9360242e-16	1.9337601e-16	1.0482391e-14	-1.7537555e-16	-19.090305	600	2.7740958e-05
1.36006465960999e-09	-0.0022995234	-0.0009374806	0.22970307	0	0	0.400001	1.0301046e-14	-1.9344799e-16	1.9376302e-16	1.0493894e-14	-1.747046e-16	-28.635393	600	3.1165157e-05
1.3700257254948024e-09	-0.0007634931	-0.0026838516	0.23026383	0	0	0.400001	1.0315176e-14	-1.9352164e-16	1.9337288e-16	1.0475483e-14	-1.7513112e-16	-27.720592	600	3.404782e-05
1.3800723397593864e-09	0.00024022437	-0.0025006123	0.23080102	0	0	0.400001	1.0314011e-14	-1.9347561e-16	1.9345269e-16	1.0475985e-14	-1.7553968e-16	-33.94187	600	2.9185556e-05
1.3900396800514483e-09	0.0023477797	-0.001828602	0.22994033	0	0	0.400001	1.0307725e-14	-1.9331411e-16	1.9324883e-16	1.0488047e-14	-1.7488507e-16	-27.612062	600	3.2386986e-05
1.400024328868283e-09	0.0022223403	-0.00024288558	0.22738785	0	0	0.400001	1.0321819e-14	-1.9331292e-16	1.929152e-16	1.0498684e-14	-1.7294372e-16	-24.458418	600	4.9035927e-05
1.4100632754874859e-09	0.00039084442	0.0014697631	0.22789752	0	0	0.400001	1.03229676e-14	-1.9321388e-16	1.9300354e-16	1.0484819e-14	-1.7333134e-16	-27.418835	600	2.4250976e-05
1.4200505626633864e-09	-0.00047421	0.0023300825	0.22626032	0	0	0.400001	1.0313126e-14	-1.9333187e-16	1.9267034e-16	1.0499106e-14	-1.7208618e-16	-22.13761	600	3.6680904e-05
1.4300017260265487e-09	-0.0017146328	0.0015071594	0.22662789	0	0	0.400001	1.0327897e-14	-1.9297484e-16	1.9285576e-16	1.04980704e-14	-1.7236574e-16	-20.800478	600	5.3005395e-05
1.4400449031850226e-09	-0.0024150882	0.0012267703	0.22780386	0	0	0.400001	1.0310905e-14	-1.9353161e-16	1.929601e-16	1.0486851e-14	-1.7326013e-16	-35.180748	600	2.8482016e-05
1.4500449476130972e-09	-0.0020500652	-0.00053388154	0.22773564	0	0	0.400001	1.030799e-14	-1.933608e-16	1.9288752e-16	1.04898915e-14	-1.7320826e-16	-16.940313	600	2.7303768e-05
1.460066721085551e-09	-0.002945863	-0.0024860841	0.22979088	0	0	0.400001	1.0317681e-14	-1.9357858e-16	1.9345118e-16	1.0490759e-14	-1.747714e-16	-23.989567	600	3.3085795e-05
1.4700211109256764e-09	-0.0008174793	-0.0048649786	0.2284917	0	0	0.400001	1.030886e-14	-1.9329853e-16	1.930666e-16	1.04839e-14	-1.7378327e-16	-23.546028	600	3.5472545e-05
1.4800778311510222e-09	0.002680392	-0.003115642	0.22848275	0	0	0.400001	1.0304856e-14	-1.9333062e-16	1.9331525e-16	1.0485579e-14	-1.737765e-16	-36.568436	600	3.418406e-05
1.4900807952255809e-09	0.0023465005	0.000166688	0.22896528	0	0	0.400001	1.0316584e-14	-1.9339321e-16	1.9356196e-16	1.0491193e-14	-1.7414345e-16	-30.05754	600	3.0812116e-05
1.5000142096063938e-09	0.0018308625	0.0017851319	0.2294774	0	0	0.400001	1.031374e-14	-1.9342993e-16	1.9317821e-16	1.0479192e-14	-1.7453298e-16	-21.867813	600	4.030809e-05
1.5100814077066497e-09	-3.058149e-05	0.002427089	0.22926721	0	0	0.400001	1.0300234e-14	-1.9331938e-16	1.9315148e-16	1.04898136e-14	-1.7437313e-16	-19.201658	600	3.37783e-05
1.5200157266116568e-09	-0.00062315457	0.00054163655	0.22919178	0	0	0.400001	1.0330056e-14	-1.937855e-16	1.937935e-16	1.0492016e-14	-1.7431573e-16	-30.691006	600	4.128815e-05
1.5300683123843944e-09	-8.752785e-05	-0.000118524724	0.22778247	0	0	0.400001	1.0311711e-14	-1.934173e-16	1.9318137e-16	1.048633e-14	-1.7324389e-16	-32.731735	600	3.0587216e-05
1.5400262675568677e-09	0.000641791	-0.0007509215	0.2274876	0	0	0.400001	1.0325482e-14	-1.9340457e-16	1.9317371e-16	1.0497327e-14	-1.730196e-16	-37.36889	600	2.9323546e-05
1.5500496144473878e-09	0.0011266718	0.00038589	0.2285546	0	0	0.400001	1.0321153e-14	-1.9344463e-16	1.9316826e-16	1.0502139e-14	-1.7383115e-16	-26.656794	600	3.0742343e-05
1.5600057752394363e-09	0.00043262562	0.0004827879	0.22884256	0	0	0.400001	1.0320148e-14	-1.936313e-16	1.9317024e-16	1.0494881e-14	-1.7405013e-16	-39.0443	600	3.7503865e-05
1.570074750289708e-09	-4.5825625e-05	0.0021614465	0.22966799	0	0	0.400001	1.02993e-14	-1.9361967e-16	1.9342982e-16	1.0487042e-14	-1.7467794e-16	-32.119904	600	2.802738e-05
1.5800767803285887e-09	-0.0014465139	0.0022651455	0.22913863	0	0	0.400001	1.0322953e-14	-1.9298703e-16	1.9330316e-16	1.0490252e-14	-1.7427531e-16	-19.790504	600	3.3235236e-05
1.5900713514457952e-09	-0.001573839	0.00091694534	0.2275472	0	0	0.400001	1.0325177e-14	-1.9345759e-16	1.9298803e-16	1.0492051e-14	-1.7306491e-16	-21.747269	600	3.2645068e-05
1.6000647509604618e-09	-0.0024063424	0.0005980503	0.22712193	0	0	0.400001	1.0306202e-14	-1.9329369e-16	1.931231e-16	1.0485411e-14	-1.7274148e-16	-26.849194	600	2.9600364e-05
1.6100174841845803e-09	-0.0018424272	-0.0005509424	0.22743931	0	0	0.400001	1.03268165e-14	-1.9331556e-16	1.9343226e-16	1.0493724e-14	-1.7298288e-16	-41.213795	600	1.968574e-05
1.6200092341004319e-09	-0.0016824396	-0.0029486385	0.22816521	0	0	0.400001	1.0324174e-14	-1.9337855e-16	1.936393e-16	1.0498692e-14	-1.7353498e-16	-25.016726	600	3.0568797e-05
1.630074710072377e-09	0.0010814243	-0.0020473823	0.22721027	0	0	0.400001	1.033012e-14	-1.9322678e-16	1.929157e-16	1.0501399e-14	-1.7280868e-16	-23.659838	600	3.2031043e-05
1.6400087262416393e-09	0.0018637136	-0.0012879227	0.22669612	0	0	0.400001	1.0333247e-14	-1.9334014e-16	1.9288723e-16	1.0498852e-14	-1.7241763e-16	-28.260607	600	2.6996597e-05
1.650041996317431e-09	0.0013396858	0.0003809625	0.22705479	0	0	0.400001	1.0341081e-14	-1.9346955e-16	1.9296506e-16	1.0504404e-14	-1.7269044e-16	-20.30655	600	2.9129258e-05
1.6600160417055035e-09	0.0010444497	-0.00070948753	0.22644517	0	0	0.400001	1.0342746e-14	-1.9356595e-16	1.9335204e-16	1.0499554e-14	-1.7222677e-16	-39.708286	600	4.1305157e-05
1.6700375262203753e-09	0.0020521632	0.00038147083	0.22666857	0	0	0.400001	1.0297047e-14	-1.932424e-16	1.9282291e-16	1.04969464e-14	-1.7239667e-16	-11.531392	600	2.4276618e-05
1.6800474568003265e-09	0.002369194	0.0002594505	0.22647946	0	0	0.400001	1.0316843e-14	-1.9337317e-16	1.9304707e-16	1.0499659e-14	-1.7225285e-16	-30.208138	600	3.8131446e-05
1.6900556819438974e-09	0.0016744706	0.0010653372	0.22716177	0	0	0.400001	1.0308584e-14	-1.9359191e-16	1.9309352e-16	1.04826434e-14	-1.7277177e-16	-30.12306	600	3.0414716e-05
1.7000287425261547e-09	0.00042118988	0.0020371808	0.2279189	0	0	0.400001	1.0311833e-14	-1.9332823e-16	1.9340755e-16	1.04864805e-14	-1.7334764e-16	-36.30881	600	2.6266456e-05
1.7100800367796135e-09	-0.0017014141	0.0011762362	0.2271543	0	0	0.400001	1.0321488e-14	-1.9328919e-16	1.9297103e-16	1.0493518e-14	-1.7276611e-16	-22.927666	600	3.1992975e-05
1.7200283124769314e-09	-0.0025494413	-0.00051148375	0.22850609	0	0	0.400001	1.0312006e-14	-1.9329011e-16	1.9321508e-16	1.0492037e-14	-1.7379425e-16	-25.005903	600	3.814296e-05
1.7300214635595886e-09	-0.0016473023	-0.0023532433	0.22842991	0	0	0.400001	1.0292888e-14	-1.9369566e-16	1.9300236e-16	1.0486533e-14	-1.7373629e-16	-17.478785	600	2.3468614e-05
1.7400659807166714e-09	-0.0011967196	-0.0034475045	0.22707233	0	0	0.400001	1.03267834e-14	-1.9335348e-16	1.9254167e-16	1.0497365e-14	-1.7270376e-16	-31.056469	600	4.146781e-05
1.7500151268517487e-09	0.0017465525	-0.0035621738	0.22640508	0	0	0.400001	1.0337093e-14	-1.9298428e-16	1.9255264e-16	1.0491448e-14	-1.7219628e-16	-42.64865	600	3.168674e-05
1.7600383991741377e-09	0.0035415324	-0.0005627552	0.22726989	0	0	0.400001	1.0317689e-14	-1.9328788e-16	1.9297344e-16	1.0485785e-14	-1.7285401e-16	-28.246967	600	3.4455228e-05
1.7700395217668836e-09	0.004090787	0.0016269578	0.22772089	0	0	0.400001	1.0337377e-14	-1.9330933e-16	1.9287594e-16	1.050529e-14	-1.7319704e-16	-46.504993	600	5.4713e-05
1.7800492286001175e-09	0.002158982	0.00335701	0.22889192	0	0	0.400001	1.0310379e-14	-1.9360216e-16	1.9340297e-16	1.0488589e-14	-1.7408769e-16	-33.7346	600	4.240271e-05
1.7900435008457968e-09	0.0007736691	0.002857334	0.22874373	0	0	0.400001	1.0321346e-14	-1.9325299e-16	1.9315338e-16	1.0500892e-14	-1.7397496e-16	-24.86193	600	2.6565065e-05
1.8000471999225115e-09	-0.002032955	0.0021694847	0.22992438	0	0	0.400001	1.0319361e-14	-1.9336546e-16	1.9329205e-16	1.0484986e-14	-1.7487292e-16	-25.388968	600	3.818695e-05
1.8100070939117017e-09	-0.0014919429	4.994459e-05	0.23013301	0	0	0.400001	1.0317953e-14	-1.9332863e-16	1.929925e-16	1.0495323e-14	-1.7503162e-16	-11.182436	600	3.6544192e-05
1.8200461406456065e-09	-0.0024920078	-0.0010429234	0.22925268	0	0	0.400001	1.0308551e-14	-1.9348052e-16	1.9335612e-16	1.0483961e-14	-1.7436206e-16	-35.90263	600	2.596595e-05
1.8300683147522004e-09	-0.0013440215	-0.0019645528	0.22999191	0	0	0.400001	1.0292834e-14	-1.9363249e-16	1.9345773e-16	1.04806495e-14	-1.749243e-16	-25.421219	600	5.9917624e-05
1.8400839018082548e-09	-0.00022686497	-0.0022341341	0.22951859	0	0	0.400001	1.0312543e-14	-1.9355281e-16	1.930597e-16	1.0494453e-14	-1.7456429e-16	-20.75656	600	3.229275e-05
1.85001769553204e-09	0.002390594	-0.0019840056	0.22917962	0	0	0.400001	1.03053704e-14	-1.934105e-16	1.933543e-16	1.0482815e-14	-1.7430649e-16	-33.26211	600	3.5808484e-05
1.8600534395005333e-09	0.0030944294	0.00085202337	0.22971275	0	0	0.400001	1.0312447e-14	-1.935553e-16	1.9343968e-16	1.0490857e-14	-1.7471197e-16	-49.092022	600	2.2863158e-05
1.870073118342531e-09	0.0017588567	0.003908024	0.23081852	0	0	0.400001	1.0305488e-14	-1.9356949e-16	1.9329419e-16	1.0480652e-14	-1.7555299e-16	-22.650164	600	3.2736207e-05
1.8800118357855255e-09	-0.002388511	0.0033747312	0.22892627	0	0	0.400001	1.0314e-14	-1.9332957e-16	1.9327737e-16	1.048672e-14	-1.741138e-16	-14.025503	600	2.9457977e-05
1.890032674232413e-09	-0.0038977398	-0.00050339877	0.2281479	0	0	0.400001	1.0314033e-14	-1.9342185e-16	1.9325492e-16	1.0491521e-14	-1.7352179e-16	-35.650047	600	6.455024e-05
1.9000341874926555e-09	-0.0020136076	-0.00091814046	0.22785202	0	0	0.400001	1.0334186e-14	-1.9341709e-16	1.930927e-16	1.04980366e-14	-1.7329676e-16	-39.437805	600	4.8919097e-05
1.9100445059856526e-09	-0.0023921526	-0.002428298	0.2268228	0	0	0.400001	1.0319988e-14	-1.9316533e-16	1.9293096e-16	1.04911925e-14	-1.7251397e-16	-17.120028	600	2.7860407e-05
1.92000211356279e-09	-0.0017911969	-0.0024279363	0.22688395	0	0	0.400001	1.0320962e-14	-1.9300327e-16	1.9267758e-16	1.0498495e-14	-1.7256048e-16	-25.33176	600	2.3127504e-05
1.9300151100365095e-09	-0.00028733723	-0.0019400448	0.22835322	0	0	0.400001	1.0303347e-14	-1.9309417e-16	1.9281149e-16	1.0484017e-14	-1.7367795e-16	-31.66803	600	2.9669292e-05
1.9400021245622244e-09	0.0004911133	-0.0014188397	0.22836897	0	0	0.400001	1.0305234e-14	-1.9331173e-16	1.9305372e-16	1.0482694e-14	-1.7368993e-16	-19.710253	600	3.9438117e-05
1.950009272590118e-09	0.0017457006	-0.0015614529	0.2283149	0	0	0.400001	1.0292815e-14	-1.9306619e-16	1.9301103e-16	1.0485012e-14	-1.7364882e-16	-11.949338	600	2.3727629e-05
1.9600257090462434e-09	-3.7091202e-05	0.00058138015	0.22820857	0	0	0.400001	1.0307828e-14	-1.9323922e-16	1.9322865e-16	1.0485251e-14	-1.7356797e-16	-36.608616	600	3.3513872e-05
1.970026614712884e-09	-0.00045944136	0.0017967671	0.22837558	0	0	0.400001	1.0303483e-14	-1.9304087e-16	1.9303035e-16	1.0467523e-14	-1.7369497e-16	-29.84944	600	3.1600935e-05
1.980035466040304e-09	-0.001336508	0.0018916095	0.22801843	0	0	0.400001	1.02927564e-14	-1.9311349e-16	1.9280082e-16	1.0474514e-14	-1.7342335e-16	-21.772263	600	3.097464e-05
1.990074335261934e-09	-0.00027776384	0.0008611034	0.22803465	0	0	0.400001	1.03088534e-14	-1.932615e-16	1.9311319e-16	1.048326e-14	-1.7343565e-16	-30.44175	600	6.197434e-05
2.000085538419055e-09	-0.001674986	0.00082454784	0.22848082	0	0	0.400001	1.0340081e-14	-1.9330777e-16	1.9317396e-16	1.0497604e-14	-1.7377498e-16	-23.849398	600	2.7573247e-05
2.01005984242712e-09	-0.0013614009	-0.00093603693	0.2294474	0	0	0.39998865	1.03177515e-14	-1.9333692e-16	1.9332929e-16	1.0489222e-14	-1.7450575e-16	-38.41837	600	3.0593168e-05
2.0200808549598686e-09	-0.00059251813	-0.00069795956	0.22995552	0	0	0.3999791	1.0322352e-14	-1.9325928e-16	1.9314415e-16	1.0496016e-14	-1.7488783e-16	-42.324074	600	3.086698e-05
2.0300214464272635e-09	-1.0458112e-05	-0.0018847814	0.22986193	0	0	0.39997056	1.0316543e-14	-1.935982e-16	1.9354138e-16	1.049287e-14	-1.7481231e-16	-30.238367	600	3.2410884e-05
2.0400786166716377e-09	0.00025794478	-0.0009655599	0.229711	0	0	0.39996102	1.0323417e-14	-1.9323605e-16	1.9343948e-16	1.0481421e-14	-1.7469313e-16	-34.830345	600	5.41712e-05
2.0500568715222648e-09	0.0006328062	0.00043942436	0.22858016	0	0	0.39994872	1.0310778e-14	-1.9337325e-16	1.93188e-16	1.0490338e-14	-1.738288e-16	-24.544466	600	1.7428007e-05
2.0600466241223327e-09	-0.00017299384	0.0014918149	0.22896408	0	0	0.39994037	1.0305156e-14	-1.9335712e-16	1.932457e-16	1.0494505e-14	-1.7411641e-16	-28.576416	600	2.8023665e-05
2.0700061406509714e-09	-0.0021762738	0.00070211716	0.2291834	0	0	0.39993066	1.0318185e-14	-1.9333399e-16	1.9332475e-16	1.0497709e-14	-1.7427887e-16	-25.343847	600	3.1558942e-05
2.0800021568726302e-09	-0.0022778395	-0.00072479213	0.22851785	0	0	0.39991945	1.0306137e-14	-1.9357963e-16	1.9334623e-16	1.049025e-14	-1.737684e-16	-33.485733	600	3.0936313e-05
2.0900675826153317e-09	-0.0012398167	-0.0013405059	0.2272579	0	0	0.39990994	1.0330619e-14	-1.933711e-16	1.9346648e-16	1.0500152e-14	-1.7280596e-16	-39.409966	600	3.0168816e-05
2.1000375839551712e-09	-0.0015193943	-0.0009283198	0.22733141	0	0	0.3999005	1.0311779e-14	-1.9335797e-16	1.9317437e-16	1.04975165e-14	-1.7285756e-16	-25.446413	600	3.7258516e-05
2.110078890071806e-09	-0.0012555448	-0.0010629212	0.22710627	0	0	0.39988902	1.0318134e-14	-1.9313522e-16	1.9276696e-16	1.0490201e-14	-1.7268201e-16	-14.15872	600	3.8147424e-05
2.120042196704166e-09	-0.00045261713	-0.000744269	0.22833438	0	0	0.39987957	1.0310825e-14	-1.934586e-16	1.9307208e-16	1.0492832e-14	-1.7361149e-16	-31.393524	600	4.206363e-05
2.1300524984220753e-09	-0.00073021406	-0.0016429812	0.22837518	0	0	0.39987123	1.032776e-14	-1.9330851e-16	1.9303351e-16	1.0490875e-14	-1.7363817e-16	-29.076105	600	2.3713608e-05
2.140008154671165e-09	4.2294778e-05	-0.001330658	0.22884277	0	0	0.39985892	1.03258365e-14	-1.9292623e-16	1.9271191e-16	1.04915695e-14	-1.7398938e-16	-36.629894	600	3.1785414e-05
2.1500596432346906e-09	0.0022021057	-0.0007123059	0.2281057	0	0	0.39984939	1.0318673e-14	-1.930206e-16	1.931617e-16	1.0507638e-14	-1.7342462e-16	-39.096584	600	1.7959135e-05
2.1600531645319036e-09	0.0031987755	0.0007290995	0.22782221	0	0	0.3998408	1.032688e-14	-1.9358683e-16	1.9343492e-16	1.05036244e-14	-1.7320475e-16	-36.47359	600	2.5378364e-05
2.1700806281232117e-09	0.0028276944	0.0021054675	0.22548926	0	0	0.3998313	1.0337162e-14	-1.9317418e-16	1.9311907e-16	1.05048035e-14	-1.7142683e-16	-21.771053	600	3.4927685e-05
2.1800034484151337e-09	0.00033091684	0.002532573	0.22452545	0	0	0.39981896	1.0326762e-14	-1.9332524e-16	1.9325536e-16	1.05061435e-14	-1.7068984e-16	-31.574783	600	2.76082e-05
2.1900763025776594e-09	0.0005530469	0.0016851203	0.22580987	0	0	0.3998106	1.0328439e-14	-1.9330705e-16	1.9295449e-16	1.049696e-14	-1.7166195e-16	-28.293978	600	2.8868397e-05
2.200023104707667e-09	-0.0023079792	0.0019261884	0.22647445	0	0	0.3998009	1.0314839e-14	-1.9326769e-16	1.9297932e-16	1.0487989e-14	-1.7216291e-16	-38.84567	600	4.9762828e-05
2.210048950368669e-09	-0.0026389533	-8.428722e-05	0.22594815	0	0	0.3997897	1.03356925e-14	-1.933423e-16	1.9306773e-16	1.0498006e-14	-1.7175848e-16	-20.060354	600	4.2898206e-05
2.2200539505570867e-09	-0.0017219151	-0.00064536085	0.22618161	0	0	0.39978024	1.0345831e-14	-1.9311128e-16	1.9247267e-16	1.049523e-14	-1.7193169e-16	-30.40082	600	3.138055e-05
2.2300379577670477e-09	-0.00095537596	-0.0012235084	0.22705545	0	0	0.3997707	1.0321582e-14	-1.92902e-16	1.9296947e-16	1.0486634e-14	-1.7259159e-16	-20.176813	600	3.7379286e-05
2.240032338228177e-09	-0.00011348567	-6.166202e-05	0.22685024	0	0	0.3997593	1.0339903e-14	-1.9324629e-16	1.9288812e-16	1.0497768e-14	-1.724313e-16	-31.608124	600	2.8181576e-05
2.2500041867334213e-09	0.0012570845	0.00013150285	0.22672999	0	0	0.3997498	1.0322109e-14	-1.9307548e-16	1.925857e-16	1.0493987e-14	-1.7233559e-16	-29.465029	600	2.4410614e-05
2.260006241872996e-09	0.0015487222	0.0010075115	0.22788337	0	0	0.39974028	1.0318707e-14	-1.931623e-16	1.9308874e-16	1.0503396e-14	-1.7320793e-16	-17.538939	600	2.6347388e-05
2.270007609924357e-09	0.00070018857	0.0020638695	0.22872037	0	0	0.39972913	1.0341997e-14	-1.9353154e-16	1.9349038e-16	1.0505037e-14	-1.7383976e-16	-19.922009	600	3.2157437e-05
2.2800132603954927e-09	-0.00050074514	0.0011888989	0.22913843	0	0	0.39971942	1.0302062e-14	-1.9325599e-16	1.9339215e-16	1.0480838e-14	-1.7415318e-16	-31.725536	600	2.8894956e-05
2.290055933345078e-09	-0.00076450186	0.0012481194	0.23052406	0	0	0.399711	1.0287757e-14	-1.9345072e-16	1.9363632e-16	1.0474791e-14	-1.7520188e-16	-36.11814	600	3.249384e-05
2.3000704462298183e-09	-0.0007349795	0.00020573592	0.23099117	0	0	0.39969873	1.0287504e-14	-1.935775e-16	1.9367231e-16	1.0477441e-14	-1.755525e-16	-40.69252	600	3.837155e-05
2.3100071035437425e-09	0.0011132477	0.00045734242	0.23096104	0	0	0.3996892	1.0314406e-14	-1.933716e-16	1.9363176e-16	1.0486092e-14	-1.7552524e-16	-32.248997	600	2.959704e-05
2.320013797647103e-09	0.0006887935	0.0020149946	0.23030548	0	0	0.3996806	1.03158084e-14	-1.9332245e-16	1.9331832e-16	1.04840715e-14	-1.7502264e-16	-25.70933	600	3.7537127e-05
2.3300034202481037e-09	-0.00074427086	0.00091921404	0.22982846	0	0	0.3996711	1.03131335e-14	-1.9355702e-16	1.9372788e-16	1.0491522e-14	-1.7465578e-16	-19.591091	600	3.994279e-05
2.3400386831941286e-09	-0.0007258644	-0.00015422105	0.22940606	0	0	0.3996588	1.0294405e-14	-1.9318703e-16	1.930946e-16	1.0485896e-14	-1.7433038e-16	-13.7547	600	3.9919516e-05
2.350018393910889e-09	-0.00028402917	-0.000691318	0.22961673	0	0	0.39965045	1.03183665e-14	-1.9324526e-16	1.9325574e-16	1.04863755e-14	-1.7448613e-16	-22.098124	600	3.2677995e-05
2.3600378388928944e-09	-0.0015998764	-0.0008560262	0.22909825	0	0	0.39964074	1.02930216e-14	-1.9346083e-16	1.9341636e-16	1.0474848e-14	-1.7408777e-16	-22.593815	600	2.4983128e-05
2.370071055515796e-09	-0.00037013373	-0.0004324198	0.22871158	0	0	0.39962953	1.0336152e-14	-1.9329889e-16	1.9340441e-16	1.0498116e-14	-1.7378957e-16	-25.322912	600	3.428733e-05
2.3800823790965957e-09	-0.000502934	0.00026423123	0.22809877	0	0	0.39962003	1.0320922e-14	-1.9289407e-16	1.9309184e-16	1.0497596e-14	-1.7331955e-16	-33.38882	600	2.3718936e-05
